Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","72","Djibouti","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","165.001125","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","72","Djibouti","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","170.003376","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","55","Dominica","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","41.154815","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","55","Dominica","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","-2.112222","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","55","Dominica","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-37.178148","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","56","Dominican Republic","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","2406.7","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","56","Dominican Republic","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","3570.7","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","56","Dominican Republic","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","2535.3","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","58","Ecuador","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","755.954868","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","58","Ecuador","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","624.469412","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","58","Ecuador","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1388.175763","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","59","Egypt","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","8106.8","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","59","Egypt","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","7408.7","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","59","Egypt","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","8141.3","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","60","El Salvador","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","347.424796","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","60","El Salvador","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","889.072922","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","60","El Salvador","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","826.009559","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","61","Equatorial Guinea","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","53.998813","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","61","Equatorial Guinea","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","304.827249","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","61","Equatorial Guinea","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","396.07778","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","178","Eritrea","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","52.305","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","178","Eritrea","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","55.468","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","178","Eritrea","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","61.015","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","63","Estonia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1059.409595","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","63","Estonia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1942.39331","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","63","Estonia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1497.755249","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","209","Eswatini","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","21.384868","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","209","Eswatini","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","-56.010183","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","209","Eswatini","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","36.474449","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","238","Ethiopia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","4142.937496","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","238","Ethiopia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","4017.1","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","238","Ethiopia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","3310.3","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","66","Fiji","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","389.841027","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","66","Fiji","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","386.185942","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","66","Fiji","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","470.973182","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","67","Finland","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","8582.210932","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","67","Finland","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","2864.234475","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","67","Finland","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-2171.245625","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","68","France","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","23077.217684","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","68","France","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","24832.525615","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","68","France","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","38185.013203","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","70","French Polynesia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","61.575789","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","70","French Polynesia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","79.265984","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","70","French Polynesia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","63.418521","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","74","Gabon","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1243.66016","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","74","Gabon","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1314.02933","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","74","Gabon","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1379.070816","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","75","Gambia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","-27.7","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","75","Gambia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","18.444836","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","75","Gambia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","51.94","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","73","Georgia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1652.577348","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","73","Georgia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1978.281581","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","73","Georgia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1306.290006","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","79","Germany","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","15633.147373","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","79","Germany","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","48641.41842","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","79","Germany","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","62072.967694","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","81","Ghana","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","3485.3","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","81","Ghana","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","3255","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","81","Ghana","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","2989","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","84","Greece","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","2765.153451","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","84","Greece","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","3484.859714","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","84","Greece","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","3973.265169","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","86","Grenada","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","94.898148","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","86","Grenada","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","111.670741","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","86","Grenada","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","126.990741","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","89","Guatemala","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1174.37206","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","89","Guatemala","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1130.01766","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","89","Guatemala","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","980.65193","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","90","Guinea","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1618.44726","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","90","Guinea","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","577.59","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","90","Guinea","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","352.76","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","175","Guinea-Bissau","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","23.998591","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","175","Guinea-Bissau","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","15.691198","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","175","Guinea-Bissau","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","20.563818","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","91","Guyana","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","57.999078","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","91","Guyana","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","212.151382","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","91","Guyana","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1231.06","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","93","Haiti","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","104.9","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","93","Haiti","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","374.86","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","93","Haiti","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","105","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","95","Honduras","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1139.4","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","95","Honduras","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1175.8","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","95","Honduras","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","961.3","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","97","Hungary","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","-5438.548392","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","97","Hungary","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","3514.894612","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","97","Hungary","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","6410.258176","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","99","Iceland","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","-427.243918","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","99","Iceland","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","-41.398519","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","99","Iceland","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-381.467524","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","India","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","44480.571754","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","India","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","39903.840402","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","India","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","42156.193365","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","101","Indonesia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","3921.23","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","101","Indonesia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","20579.23","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","101","Indonesia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","20563.47","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","102","Iran (Islamic Republic of)","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","3372","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","102","Iran (Islamic Republic of)","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","5019","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","102","Iran (Islamic Republic of)","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","2373","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","103","Iraq","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","-6255.9","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","103","Iraq","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","-5032.4","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","103","Iraq","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-4885.1","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","104","Ireland","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","39413.561798","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","104","Ireland","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","52834.920527","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","104","Ireland","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-16096.42265","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","105","Israel","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","11988.255","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","105","Israel","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","16892.825","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","105","Israel","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","21514.605","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","106","Italy","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","28468.517412","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","106","Italy","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","24047.082613","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","106","Italy","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","37682.197805","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","109","Jamaica","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","915.776886","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","109","Jamaica","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","888.04","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","109","Jamaica","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","774.7","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","110","Japan","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","19358.836009","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","110","Japan","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","9355.587239","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","110","Japan","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","9255.891229","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Jordan","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1552.957746","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Jordan","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","2029.71831","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Jordan","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","954.929577","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Kazakhstan","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","8511.489337","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Kazakhstan","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","4669.3","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Kazakhstan","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","3627.876155","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","114","Kenya","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1138.612882","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","114","Kenya","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1403.567589","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","114","Kenya","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1139.438224","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","83","Kiribati","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","1.807","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","83","Kiribati","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","0.785","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","83","Kiribati","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-1.144365","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","118","Kuwait","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","418.746412","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","118","Kuwait","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","348.122169","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","118","Kuwait","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","204.016996","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","113","Kyrgyzstan","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","616","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","113","Kyrgyzstan","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","-107","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","113","Kyrgyzstan","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","144","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Lao People's Democratic Republic","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","935.296173","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Lao People's Democratic Republic","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1686.275786","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Lao People's Democratic Republic","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","1319.609797","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","119","Latvia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","254.588121","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","119","Latvia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","708.306504","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","119","Latvia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","967.202506","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","121","Lebanon","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","2568.485071","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","121","Lebanon","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","2522.409653","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","121","Lebanon","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","2658.003845","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","122","Lesotho","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","159.2","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","122","Lesotho","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","123.1","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","122","Lesotho","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","128.7","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","123","Liberia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","453.18","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","123","Liberia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","247.84","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","123","Liberia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","129.13","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","126","Lithuania","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","302.605654","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","126","Lithuania","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","1020.786028","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","126","Lithuania","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","976.638339","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","256","Luxembourg","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","31899.891523","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","256","Luxembourg","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","-6815.331955","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","256","Luxembourg","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","-16756.576741","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","129","Madagascar","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","450.626271","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","129","Madagascar","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","357.862206","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","129","Madagascar","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","352.551623","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","130","Malawi","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","116.099192","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","130","Malawi","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","90.199691","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","130","Malawi","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","959.395634","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","131","Malaysia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","11335.968951","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","131","Malaysia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","9398.805704","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","131","Malaysia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","7618.337947","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Maldives","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","456.639057","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Maldives","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","457.808314","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Maldives","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","575.658028","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","133","Mali","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","356.476589","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","133","Mali","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","563.20847","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","133","Mali","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","467.295391","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","134","Malta","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","4248.432623","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","134","Malta","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","3407.289796","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","134","Malta","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","4023.616747","X","International reliable sources","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","127","Marshall Islands","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","-3.055847","X","International reliable sources","UNCTAD"
