Domain Code,Domain,Area Code (FAO),Area,ISO Currency Code (FAO),Currency,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
PE,Exchange rates - Annual,167,Czechia,CZK,Czech Koruna,5540,Standard local currency units per USD,2018,2018,,21.72991667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,116,Democratic People's Republic of Korea,KPW,North Korean Won,5540,Standard local currency units per USD,2016,2016,,107.7541667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,116,Democratic People's Republic of Korea,KPW,North Korean Won,5540,Standard local currency units per USD,2017,2017,,107.7416667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,116,Democratic People's Republic of Korea,KPW,North Korean Won,5540,Standard local currency units per USD,2018,2018,,104.9208333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,250,Democratic Republic of the Congo,CDF,Congolese Franc,5540,Standard local currency units per USD,2016,2016,,1010.302757,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,250,Democratic Republic of the Congo,CDF,Congolese Franc,5540,Standard local currency units per USD,2017,2017,,1464.417932,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,250,Democratic Republic of the Congo,CDF,Congolese Franc,5540,Standard local currency units per USD,2018,2018,,1622.523502,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,54,Denmark,DKK,Danish Krone,5540,Standard local currency units per USD,2016,2016,,6.731718257,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,54,Denmark,DKK,Danish Krone,5540,Standard local currency units per USD,2017,2017,,6.602893466,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,54,Denmark,DKK,Danish Krone,5540,Standard local currency units per USD,2018,2018,,6.314618787,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,72,Djibouti,DJF,Djibouti Franc,5540,Standard local currency units per USD,2016,2016,,177.72,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,72,Djibouti,DJF,Djibouti Franc,5540,Standard local currency units per USD,2017,2017,,177.72,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,72,Djibouti,DJF,Djibouti Franc,5540,Standard local currency units per USD,2018,2018,,177.72,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,55,Dominica,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2016,2016,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,55,Dominica,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2017,2017,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,55,Dominica,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2018,2018,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,56,Dominican Republic,DOP,Dominican Peso,5540,Standard local currency units per USD,2016,2016,,46.07797961,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,56,Dominican Republic,DOP,Dominican Peso,5540,Standard local currency units per USD,2017,2017,,47.5343582,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,56,Dominican Republic,DOP,Dominican Peso,5540,Standard local currency units per USD,2018,2018,,49.50999286,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,58,Ecuador,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,58,Ecuador,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,58,Ecuador,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,59,Egypt,EGP,Egyptian Pound,5540,Standard local currency units per USD,2016,2016,,10.02540079,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,59,Egypt,EGP,Egyptian Pound,5540,Standard local currency units per USD,2017,2017,,17.78253352,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,59,Egypt,EGP,Egyptian Pound,5540,Standard local currency units per USD,2018,2018,,17.76729042,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,60,El Salvador,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,60,El Salvador,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,60,El Salvador,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,61,Equatorial Guinea,XAF,CFA Franc BEAC,5540,Standard local currency units per USD,2016,2016,,592.6056151,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,61,Equatorial Guinea,XAF,CFA Franc BEAC,5540,Standard local currency units per USD,2017,2017,,580.6567496,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,61,Equatorial Guinea,XAF,CFA Franc BEAC,5540,Standard local currency units per USD,2018,2018,,555.4464584,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,178,Eritrea,ERN,Nakfa,5540,Standard local currency units per USD,2016,2016,,15.35,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,178,Eritrea,ERN,Nakfa,5540,Standard local currency units per USD,2017,2017,,15.075,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,178,Eritrea,ERN,Nakfa,5540,Standard local currency units per USD,2018,2018,,15.075,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,63,Estonia,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,63,Estonia,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,63,Estonia,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,209,Eswatini,SZL,Lilangeni,5540,Standard local currency units per USD,2016,2016,,14.70961089,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,209,Eswatini,SZL,Lilangeni,5540,Standard local currency units per USD,2017,2017,,13.33378146,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,209,Eswatini,SZL,Lilangeni,5540,Standard local currency units per USD,2018,2018,,13.24091113,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,238,Ethiopia,ETB,Ethiopian Birr,5540,Standard local currency units per USD,2016,2016,,21.73154722,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,238,Ethiopia,ETB,Ethiopian Birr,5540,Standard local currency units per USD,2017,2017,,23.86610446,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,238,Ethiopia,ETB,Ethiopian Birr,5540,Standard local currency units per USD,2018,2018,,27.42938659,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,66,Fiji,FJD,Fiji Dollar,5540,Standard local currency units per USD,2016,2016,,2.094683036,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,66,Fiji,FJD,Fiji Dollar,5540,Standard local currency units per USD,2017,2017,,2.066875304,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,66,Fiji,FJD,Fiji Dollar,5540,Standard local currency units per USD,2018,2018,,2.087379789,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,67,Finland,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,67,Finland,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,67,Finland,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,68,France,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,68,France,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,68,France,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,70,French Polynesia,XPF,CFP Franc,5540,Standard local currency units per USD,2016,2016,,107.8800487,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,70,French Polynesia,XPF,CFP Franc,5540,Standard local currency units per USD,2017,2017,,105.6330782,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,70,French Polynesia,XPF,CFP Franc,5540,Standard local currency units per USD,2018,2018,,101.0468219,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,74,Gabon,XAF,CFA Franc BEAC,5540,Standard local currency units per USD,2016,2016,,592.6056151,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,74,Gabon,XAF,CFA Franc BEAC,5540,Standard local currency units per USD,2017,2017,,580.6567496,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,74,Gabon,XAF,CFA Franc BEAC,5540,Standard local currency units per USD,2018,2018,,555.4464584,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,75,Gambia,GMD,Dalasi,5540,Standard local currency units per USD,2016,2016,,43.8846336,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,75,Gambia,GMD,Dalasi,5540,Standard local currency units per USD,2017,2017,,46.60752712,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,75,Gambia,GMD,Dalasi,5540,Standard local currency units per USD,2018,2018,,48.15134559,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,73,Georgia,GEL,Lari,5540,Standard local currency units per USD,2016,2016,,2.366725,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,73,Georgia,GEL,Lari,5540,Standard local currency units per USD,2017,2017,,2.509541667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,73,Georgia,GEL,Lari,5540,Standard local currency units per USD,2018,2018,,2.534110833,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,79,Germany,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,81,Ghana,GHS,Ghana Cedi,5540,Standard local currency units per USD,2016,2016,,3.9098,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,81,Ghana,GHS,Ghana Cedi,5540,Standard local currency units per USD,2017,2017,,4.350741667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,81,Ghana,GHS,Ghana Cedi,5540,Standard local currency units per USD,2018,2018,,4.586816667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,84,Greece,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,84,Greece,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,84,Greece,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,85,Greenland,DKK,Danish Krone,5540,Standard local currency units per USD,2016,2016,,6.731718257,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,85,Greenland,DKK,Danish Krone,5540,Standard local currency units per USD,2017,2017,,6.602893466,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,85,Greenland,DKK,Danish Krone,5540,Standard local currency units per USD,2018,2018,,6.314618787,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,86,Grenada,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2016,2016,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,86,Grenada,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2017,2017,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,86,Grenada,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2018,2018,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,89,Guatemala,GTQ,Quetzal,5540,Standard local currency units per USD,2016,2016,,7.599937083,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,89,Guatemala,GTQ,Quetzal,5540,Standard local currency units per USD,2017,2017,,7.34793875,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,89,Guatemala,GTQ,Quetzal,5540,Standard local currency units per USD,2018,2018,,7.519164583,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,90,Guinea,GNF,Guinea Franc,5540,Standard local currency units per USD,2016,2016,,8959.716125,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,90,Guinea,GNF,Guinea Franc,5540,Standard local currency units per USD,2017,2017,,9088.319508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,90,Guinea,GNF,Guinea Franc,5540,Standard local currency units per USD,2018,2018,,9011.134179,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,175,Guinea-Bissau,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2016,2016,,592.6056151,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,175,Guinea-Bissau,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2017,2017,,580.6567496,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,175,Guinea-Bissau,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2018,2018,,555.4464584,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,91,Guyana,GYD,Guyana Dollar,5540,Standard local currency units per USD,2016,2016,,206.5,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,91,Guyana,GYD,Guyana Dollar,5540,Standard local currency units per USD,2017,2017,,206.5,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,91,Guyana,GYD,Guyana Dollar,5540,Standard local currency units per USD,2018,2018,,207.7166667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,93,Haiti,HTG,Gourde,5540,Standard local currency units per USD,2016,2016,,63.33581837,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,93,Haiti,HTG,Gourde,5540,Standard local currency units per USD,2017,2017,,64.76968029,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,93,Haiti,HTG,Gourde,5540,Standard local currency units per USD,2018,2018,,68.03175398,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,95,Honduras,HNL,Lempira,5540,Standard local currency units per USD,2016,2016,,22.83501839,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,95,Honduras,HNL,Lempira,5540,Standard local currency units per USD,2017,2017,,23.48708394,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,95,Honduras,HNL,Lempira,5540,Standard local currency units per USD,2018,2018,,23.90272829,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,97,Hungary,HUF,Forint,5540,Standard local currency units per USD,2016,2016,,281.5233333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,97,Hungary,HUF,Forint,5540,Standard local currency units per USD,2017,2017,,274.4333333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,97,Hungary,HUF,Forint,5540,Standard local currency units per USD,2018,2018,,270.2116667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,99,Iceland,ISK,Iceland Krona,5540,Standard local currency units per USD,2016,2016,,120.8115481,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,99,Iceland,ISK,Iceland Krona,5540,Standard local currency units per USD,2017,2017,,106.839572,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,99,Iceland,ISK,Iceland Krona,5540,Standard local currency units per USD,2018,2018,,108.3001763,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2016,2016,,67.19518591,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2017,2017,,65.12156865,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,100,India,INR,Indian Rupee,5540,Standard local currency units per USD,2018,2018,,68.39784018,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,101,Indonesia,IDR,Rupiah,5540,Standard local currency units per USD,2016,2016,,13308.3268,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,101,Indonesia,IDR,Rupiah,5540,Standard local currency units per USD,2017,2017,,13380.83388,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,101,Indonesia,IDR,Rupiah,5540,Standard local currency units per USD,2018,2018,,14236.93877,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,102,Iran (Islamic Republic of),IRR,Iranian Rial,5540,Standard local currency units per USD,2016,2016,,30914.85244,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,102,Iran (Islamic Republic of),IRR,Iranian Rial,5540,Standard local currency units per USD,2017,2017,,33226.29815,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,102,Iran (Islamic Republic of),IRR,Iranian Rial,5540,Standard local currency units per USD,2018,2018,,40864.32901,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,103,Iraq,IQD,Iraqi Dinar,5540,Standard local currency units per USD,2016,2016,,1182,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,103,Iraq,IQD,Iraqi Dinar,5540,Standard local currency units per USD,2017,2017,,1184,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,103,Iraq,IQD,Iraqi Dinar,5540,Standard local currency units per USD,2018,2018,,1182.75,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,104,Ireland,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,104,Ireland,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,104,Ireland,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,105,Israel,ILS,New Israeli Sheqel,5540,Standard local currency units per USD,2016,2016,,3.840566667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,105,Israel,ILS,New Israeli Sheqel,5540,Standard local currency units per USD,2017,2017,,3.599555548,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,105,Israel,ILS,New Israeli Sheqel,5540,Standard local currency units per USD,2018,2018,,3.590558127,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,106,Italy,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,106,Italy,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,106,Italy,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,109,Jamaica,JMD,Jamaican Dollar,5540,Standard local currency units per USD,2016,2016,,125.0950352,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,109,Jamaica,JMD,Jamaican Dollar,5540,Standard local currency units per USD,2017,2017,,127.9645442,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,109,Jamaica,JMD,Jamaican Dollar,5540,Standard local currency units per USD,2018,2018,,128.8715191,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,110,Japan,JPY,Yen,5540,Standard local currency units per USD,2016,2016,,108.7929001,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,110,Japan,JPY,Yen,5540,Standard local currency units per USD,2017,2017,,112.1661411,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,110,Japan,JPY,Yen,5540,Standard local currency units per USD,2018,2018,,110.4231793,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,112,Jordan,JOD,Jordanian Dinar,5540,Standard local currency units per USD,2016,2016,,0.71,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,112,Jordan,JOD,Jordanian Dinar,5540,Standard local currency units per USD,2017,2017,,0.71,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,112,Jordan,JOD,Jordanian Dinar,5540,Standard local currency units per USD,2018,2018,,0.71,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,108,Kazakhstan,KZT,Tenge,5540,Standard local currency units per USD,2016,2016,,342.16,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,108,Kazakhstan,KZT,Tenge,5540,Standard local currency units per USD,2017,2017,,326.0010227,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,108,Kazakhstan,KZT,Tenge,5540,Standard local currency units per USD,2018,2018,,344.7058333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,114,Kenya,KES,Kenyan Shilling,5540,Standard local currency units per USD,2016,2016,,101.5043695,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,114,Kenya,KES,Kenyan Shilling,5540,Standard local currency units per USD,2017,2017,,103.4109163,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,114,Kenya,KES,Kenyan Shilling,5540,Standard local currency units per USD,2018,2018,,101.3015741,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,83,Kiribati,AUD,Australian Dollar,5540,Standard local currency units per USD,2016,2016,,1.345213976,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,83,Kiribati,AUD,Australian Dollar,5540,Standard local currency units per USD,2017,2017,,1.304758077,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,83,Kiribati,AUD,Australian Dollar,5540,Standard local currency units per USD,2018,2018,,1.338412147,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,118,Kuwait,KWD,Kuwaiti Dinar,5540,Standard local currency units per USD,2016,2016,,0.302137441,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,118,Kuwait,KWD,Kuwaiti Dinar,5540,Standard local currency units per USD,2017,2017,,0.303349758,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,118,Kuwait,KWD,Kuwaiti Dinar,5540,Standard local currency units per USD,2018,2018,,0.301956494,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,113,Kyrgyzstan,KGS,Som,5540,Standard local currency units per USD,2016,2016,,69.91406583,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,113,Kyrgyzstan,KGS,Som,5540,Standard local currency units per USD,2017,2017,,68.86666786,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,113,Kyrgyzstan,KGS,Som,5540,Standard local currency units per USD,2018,2018,,68.84032033,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,120,Lao People's Democratic Republic,LAK,Kip,5540,Standard local currency units per USD,2016,2016,,8179.268333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,120,Lao People's Democratic Republic,LAK,Kip,5540,Standard local currency units per USD,2017,2017,,8244.843189,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,120,Lao People's Democratic Republic,LAK,Kip,5540,Standard local currency units per USD,2018,2018,,8401.334766,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,119,Latvia,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,119,Latvia,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,119,Latvia,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,121,Lebanon,LBP,Lebanese Pound,5540,Standard local currency units per USD,2016,2016,,1507.5,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,121,Lebanon,LBP,Lebanese Pound,5540,Standard local currency units per USD,2017,2017,,1507.5,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,121,Lebanon,LBP,Lebanese Pound,5540,Standard local currency units per USD,2018,2018,,1507.5,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,122,Lesotho,LSL,Loti,5540,Standard local currency units per USD,2016,2016,,14.70961089,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,122,Lesotho,LSL,Loti,5540,Standard local currency units per USD,2017,2017,,13.33378146,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,122,Lesotho,LSL,Loti,5540,Standard local currency units per USD,2018,2018,,13.24091113,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,123,Liberia,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,123,Liberia,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,123,Liberia,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,124,Libya,LYD,Libyan Dinar,5540,Standard local currency units per USD,2016,2016,,1.390368679,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,124,Libya,LYD,Libyan Dinar,5540,Standard local currency units per USD,2017,2017,,1.393820011,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,124,Libya,LYD,Libyan Dinar,5540,Standard local currency units per USD,2018,2018,,1.364966667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,125,Liechtenstein,CHF,Swiss Franc,5540,Standard local currency units per USD,2016,2016,,0.985394394,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,125,Liechtenstein,CHF,Swiss Franc,5540,Standard local currency units per USD,2017,2017,,0.984691667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,125,Liechtenstein,CHF,Swiss Franc,5540,Standard local currency units per USD,2018,2018,,0.977883333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,126,Lithuania,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,126,Lithuania,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,126,Lithuania,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,256,Luxembourg,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,256,Luxembourg,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
