Domain Code,Domain,Area Code (FAO),Area,ISO Currency Code (FAO),Currency,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
PE,Exchange rates - Annual,256,Luxembourg,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,129,Madagascar,MGA,Malagasy Ariary,5540,Standard local currency units per USD,2016,2016,,3176.539167,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,129,Madagascar,MGA,Malagasy Ariary,5540,Standard local currency units per USD,2017,2017,,3116.11,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,129,Madagascar,MGA,Malagasy Ariary,5540,Standard local currency units per USD,2018,2018,,3334.752255,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,130,Malawi,MWK,Malawi Kwacha,5540,Standard local currency units per USD,2016,2016,,718.005,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,130,Malawi,MWK,Malawi Kwacha,5540,Standard local currency units per USD,2017,2017,,730.2725,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,130,Malawi,MWK,Malawi Kwacha,5540,Standard local currency units per USD,2018,2018,,732.3333333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,131,Malaysia,MYR,Malaysian Ringgit,5540,Standard local currency units per USD,2016,2016,,4.148300663,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,131,Malaysia,MYR,Malaysian Ringgit,5540,Standard local currency units per USD,2017,2017,,4.300440878,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,131,Malaysia,MYR,Malaysian Ringgit,5540,Standard local currency units per USD,2018,2018,,4.035130137,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,132,Maldives,MVR,Rufiyaa,5540,Standard local currency units per USD,2016,2016,,15.36840768,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,132,Maldives,MVR,Rufiyaa,5540,Standard local currency units per USD,2017,2017,,15.38696851,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,132,Maldives,MVR,Rufiyaa,5540,Standard local currency units per USD,2018,2018,,15.39083727,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,133,Mali,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2016,2016,,592.6056151,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,133,Mali,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2017,2017,,580.6567496,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,133,Mali,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2018,2018,,555.4464584,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,134,Malta,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,134,Malta,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,134,Malta,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,127,Marshall Islands,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,127,Marshall Islands,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,127,Marshall Islands,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,136,Mauritania,MRO,Ouguiya,5540,Standard local currency units per USD,2016,2016,,35.23708333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,136,Mauritania,MRO,Ouguiya,5540,Standard local currency units per USD,2017,2017,,35.79441667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,136,Mauritania,MRO,Ouguiya,5540,Standard local currency units per USD,2018,2018,,35.6775,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,137,Mauritius,MUR,Mauritius Rupee,5540,Standard local currency units per USD,2016,2016,,35.54188333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,137,Mauritius,MUR,Mauritius Rupee,5540,Standard local currency units per USD,2017,2017,,34.48140833,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,137,Mauritius,MUR,Mauritius Rupee,5540,Standard local currency units per USD,2018,2018,,33.93445,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,138,Mexico,MXN,Mexican Peso,5540,Standard local currency units per USD,2016,2016,,18.66405833,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,138,Mexico,MXN,Mexican Peso,5540,Standard local currency units per USD,2017,2017,,18.92651667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,138,Mexico,MXN,Mexican Peso,5540,Standard local currency units per USD,2018,2018,,19.24434167,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,145,Micronesia (Federated States of),USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,145,Micronesia (Federated States of),USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,145,Micronesia (Federated States of),USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,140,Monaco,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,140,Monaco,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,140,Monaco,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,141,Mongolia,MNT,Tugrik,5540,Standard local currency units per USD,2016,2016,,2140.290864,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,141,Mongolia,MNT,Tugrik,5540,Standard local currency units per USD,2017,2017,,2439.777237,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,141,Mongolia,MNT,Tugrik,5540,Standard local currency units per USD,2018,2018,,2472.484051,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,273,Montenegro,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,273,Montenegro,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,273,Montenegro,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,142,Montserrat,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2016,2016,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,142,Montserrat,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2017,2017,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,142,Montserrat,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2018,2018,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,143,Morocco,MAD,Moroccan Dirham,5540,Standard local currency units per USD,2016,2016,,9.807476032,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,143,Morocco,MAD,Moroccan Dirham,5540,Standard local currency units per USD,2017,2017,,9.691997889,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,143,Morocco,MAD,Moroccan Dirham,5540,Standard local currency units per USD,2018,2018,,9.386102421,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,144,Mozambique,MZN,Mozambique Metical,5540,Standard local currency units per USD,2016,2016,,63.05623273,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,144,Mozambique,MZN,Mozambique Metical,5540,Standard local currency units per USD,2017,2017,,63.58432291,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,144,Mozambique,MZN,Mozambique Metical,5540,Standard local currency units per USD,2018,2018,,60.32620764,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,28,Myanmar,MMK,Kyat,5540,Standard local currency units per USD,2016,2016,,1234.869517,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,28,Myanmar,MMK,Kyat,5540,Standard local currency units per USD,2017,2017,,1360.358707,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,28,Myanmar,MMK,Kyat,5540,Standard local currency units per USD,2018,2018,,1429.807975,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,147,Namibia,NAD,Namibia Dollar,5540,Standard local currency units per USD,2016,2016,,14.70876667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,147,Namibia,NAD,Namibia Dollar,5540,Standard local currency units per USD,2017,2017,,13.3129,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,147,Namibia,NAD,Namibia Dollar,5540,Standard local currency units per USD,2018,2018,,13.23394167,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,148,Nauru,AUD,Australian Dollar,5540,Standard local currency units per USD,2016,2016,,1.345213976,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,148,Nauru,AUD,Australian Dollar,5540,Standard local currency units per USD,2017,2017,,1.304758077,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,148,Nauru,AUD,Australian Dollar,5540,Standard local currency units per USD,2018,2018,,1.338412147,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,149,Nepal,NPR,Nepalese Rupee,5540,Standard local currency units per USD,2016,2016,,107.3838152,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,149,Nepal,NPR,Nepalese Rupee,5540,Standard local currency units per USD,2017,2017,,104.5118852,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,149,Nepal,NPR,Nepalese Rupee,5540,Standard local currency units per USD,2018,2018,,108.9109184,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,150,Netherlands,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,150,Netherlands,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,150,Netherlands,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,153,New Caledonia,XPF,CFP Franc,5540,Standard local currency units per USD,2016,2016,,107.8800487,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,153,New Caledonia,XPF,CFP Franc,5540,Standard local currency units per USD,2017,2017,,105.6330782,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,153,New Caledonia,XPF,CFP Franc,5540,Standard local currency units per USD,2018,2018,,101.0468219,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,156,New Zealand,NZD,New Zealand Dollar,5540,Standard local currency units per USD,2016,2016,,1.436525,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,156,New Zealand,NZD,New Zealand Dollar,5540,Standard local currency units per USD,2017,2017,,1.407408333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,156,New Zealand,NZD,New Zealand Dollar,5540,Standard local currency units per USD,2018,2018,,1.445258333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,157,Nicaragua,NIO,Cordoba Oro,5540,Standard local currency units per USD,2016,2016,,28.62096241,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,157,Nicaragua,NIO,Cordoba Oro,5540,Standard local currency units per USD,2017,2017,,30.05094134,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,157,Nicaragua,NIO,Cordoba Oro,5540,Standard local currency units per USD,2018,2018,,31.55321233,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,158,Niger,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2016,2016,,592.6056151,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,158,Niger,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2017,2017,,580.6567496,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,158,Niger,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2018,2018,,555.4464584,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,159,Nigeria,NGN,Naira,5540,Standard local currency units per USD,2016,2016,,253.4922519,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,159,Nigeria,NGN,Naira,5540,Standard local currency units per USD,2017,2017,,305.7901092,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,159,Nigeria,NGN,Naira,5540,Standard local currency units per USD,2018,2018,,306.0836883,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,154,North Macedonia,MKD,Denar,5540,Standard local currency units per USD,2016,2016,,55.731725,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,154,North Macedonia,MKD,Denar,5540,Standard local currency units per USD,2017,2017,,54.66545833,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,154,North Macedonia,MKD,Denar,5540,Standard local currency units per USD,2018,2018,,52.10710833,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,162,Norway,NOK,Norwegian Krone,5540,Standard local currency units per USD,2016,2016,,8.400164286,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,162,Norway,NOK,Norwegian Krone,5540,Standard local currency units per USD,2017,2017,,8.271666667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,162,Norway,NOK,Norwegian Krone,5540,Standard local currency units per USD,2018,2018,,8.1325,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,221,Oman,OMR,Rial Omani,5540,Standard local currency units per USD,2016,2016,,0.3845,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,221,Oman,OMR,Rial Omani,5540,Standard local currency units per USD,2017,2017,,0.3845,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,221,Oman,OMR,Rial Omani,5540,Standard local currency units per USD,2018,2018,,0.3845,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2016,2016,,104.769117,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2017,2017,,105.4551621,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,165,Pakistan,PKR,Pakistan Rupee,5540,Standard local currency units per USD,2018,2018,,121.8240689,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,180,Palau,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,180,Palau,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,180,Palau,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,299,Palestine,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,299,Palestine,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,299,Palestine,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,166,Panama,PAB,Balboa,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,166,Panama,PAB,Balboa,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,166,Panama,PAB,Balboa,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,168,Papua New Guinea,PGK,Kina,5540,Standard local currency units per USD,2016,2016,,3.133029302,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,168,Papua New Guinea,PGK,Kina,5540,Standard local currency units per USD,2017,2017,,3.188788383,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,168,Papua New Guinea,PGK,Kina,5540,Standard local currency units per USD,2018,2018,,3.279036634,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,169,Paraguay,PYG,Guarani,5540,Standard local currency units per USD,2016,2016,,5670.517431,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,169,Paraguay,PYG,Guarani,5540,Standard local currency units per USD,2017,2017,,5618.933452,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,169,Paraguay,PYG,Guarani,5540,Standard local currency units per USD,2018,2018,,5732.104556,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,170,Peru,PEN,Sol,5540,Standard local currency units per USD,2016,2016,,3.375061587,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,170,Peru,PEN,Sol,5540,Standard local currency units per USD,2017,2017,,3.260488491,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,170,Peru,PEN,Sol,5540,Standard local currency units per USD,2018,2018,,3.286602698,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,171,Philippines,PHP,Philippine Peso,5540,Standard local currency units per USD,2016,2016,,47.49246386,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,171,Philippines,PHP,Philippine Peso,5540,Standard local currency units per USD,2017,2017,,50.40371979,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,171,Philippines,PHP,Philippine Peso,5540,Standard local currency units per USD,2018,2018,,52.66142995,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,173,Poland,PLN,Zloty,5540,Standard local currency units per USD,2016,2016,,3.942783333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,173,Poland,PLN,Zloty,5540,Standard local currency units per USD,2017,2017,,3.779333333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,173,Poland,PLN,Zloty,5540,Standard local currency units per USD,2018,2018,,3.611716667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,174,Portugal,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,174,Portugal,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,174,Portugal,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,177,Puerto Rico,USD,US Dollar,5540,Standard local currency units per USD,2016,2016,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,177,Puerto Rico,USD,US Dollar,5540,Standard local currency units per USD,2017,2017,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,177,Puerto Rico,USD,US Dollar,5540,Standard local currency units per USD,2018,2018,,1,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,179,Qatar,QAR,Qatari Rial,5540,Standard local currency units per USD,2016,2016,,3.64,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,179,Qatar,QAR,Qatari Rial,5540,Standard local currency units per USD,2017,2017,,3.64,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,179,Qatar,QAR,Qatari Rial,5540,Standard local currency units per USD,2018,2018,,3.64,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,117,Republic of Korea,KRW,Won,5540,Standard local currency units per USD,2016,2016,,1160.433435,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,117,Republic of Korea,KRW,Won,5540,Standard local currency units per USD,2017,2017,,1130.424621,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,117,Republic of Korea,KRW,Won,5540,Standard local currency units per USD,2018,2018,,1100.5575,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,146,Republic of Moldova,MDL,Moldovan Leu,5540,Standard local currency units per USD,2016,2016,,19.92382756,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,146,Republic of Moldova,MDL,Moldovan Leu,5540,Standard local currency units per USD,2017,2017,,18.49903489,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,146,Republic of Moldova,MDL,Moldovan Leu,5540,Standard local currency units per USD,2018,2018,,16.80205172,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,183,Romania,RON,Romanian Leu,5540,Standard local currency units per USD,2016,2016,,4.059183333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,183,Romania,RON,Romanian Leu,5540,Standard local currency units per USD,2017,2017,,4.052491667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,183,Romania,RON,Romanian Leu,5540,Standard local currency units per USD,2018,2018,,3.941616667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,185,Russian Federation,RUB,Russian Ruble,5540,Standard local currency units per USD,2016,2016,,67.05593333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,185,Russian Federation,RUB,Russian Ruble,5540,Standard local currency units per USD,2017,2017,,58.34280119,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,185,Russian Federation,RUB,Russian Ruble,5540,Standard local currency units per USD,2018,2018,,62.66813333,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,184,Rwanda,RWF,Rwanda Franc,5540,Standard local currency units per USD,2016,2016,,787.2515217,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,184,Rwanda,RWF,Rwanda Franc,5540,Standard local currency units per USD,2017,2017,,831.5307869,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,184,Rwanda,RWF,Rwanda Franc,5540,Standard local currency units per USD,2018,2018,,861.0934122,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,188,Saint Kitts and Nevis,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2016,2016,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,188,Saint Kitts and Nevis,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2017,2017,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,188,Saint Kitts and Nevis,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2018,2018,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,189,Saint Lucia,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2016,2016,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,189,Saint Lucia,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2017,2017,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,189,Saint Lucia,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2018,2018,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,191,Saint Vincent and the Grenadines,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2016,2016,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,191,Saint Vincent and the Grenadines,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2017,2017,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,191,Saint Vincent and the Grenadines,XCD,East Caribbean Dollar,5540,Standard local currency units per USD,2018,2018,,2.7,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,244,Samoa,WST,Tala,5540,Standard local currency units per USD,2016,2016,,2.564947969,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,244,Samoa,WST,Tala,5540,Standard local currency units per USD,2017,2017,,2.554377116,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,244,Samoa,WST,Tala,5540,Standard local currency units per USD,2018,2018,,2.587279951,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,192,San Marino,EUR,Euro,5540,Standard local currency units per USD,2016,2016,,0.904035128,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,192,San Marino,EUR,Euro,5540,Standard local currency units per USD,2017,2017,,0.885205508,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,192,San Marino,EUR,Euro,5540,Standard local currency units per USD,2018,2018,,0.846772667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,193,Sao Tome and Principe,STD,Dobra,5540,Standard local currency units per USD,2016,2016,,22.14886064,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,193,Sao Tome and Principe,STD,Dobra,5540,Standard local currency units per USD,2017,2017,,21.74113836,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,193,Sao Tome and Principe,STD,Dobra,5540,Standard local currency units per USD,2018,2018,,20.75085924,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,194,Saudi Arabia,SAR,Saudi Riyal,5540,Standard local currency units per USD,2016,2016,,3.75,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,194,Saudi Arabia,SAR,Saudi Riyal,5540,Standard local currency units per USD,2017,2017,,3.75,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,194,Saudi Arabia,SAR,Saudi Riyal,5540,Standard local currency units per USD,2018,2018,,3.75,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,195,Senegal,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2016,2016,,592.6056151,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,195,Senegal,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2017,2017,,580.6567496,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,195,Senegal,XOF,CFA Franc BCEAO,5540,Standard local currency units per USD,2018,2018,,555.4464584,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,272,Serbia,RSD,Serbian Dinar,5540,Standard local currency units per USD,2016,2016,,111.27785,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,272,Serbia,RSD,Serbian Dinar,5540,Standard local currency units per USD,2017,2017,,107.75885,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,272,Serbia,RSD,Serbian Dinar,5540,Standard local currency units per USD,2018,2018,,100.175075,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,196,Seychelles,SCR,Seychelles Rupee,5540,Standard local currency units per USD,2016,2016,,13.31911667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,196,Seychelles,SCR,Seychelles Rupee,5540,Standard local currency units per USD,2017,2017,,13.64784167,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,196,Seychelles,SCR,Seychelles Rupee,5540,Standard local currency units per USD,2018,2018,,13.91111667,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,197,Sierra Leone,SLL,Leone,5540,Standard local currency units per USD,2016,2016,,6289.940085,X,International reliable sources,Data from UNSD AMA
PE,Exchange rates - Annual,197,Sierra Leone,SLL,Leone,5540,Standard local currency units per USD,2017,2017,,7384.432223,X,International reliable sources,Data from UNSD AMA
